,person_age,person_income,person_home_ownership,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
15244,22.0,126000.0,1.0,6.0,3.0,3600.0,15.99,0,0.03,0.0,3.0
15245,26.0,114000.0,1.0,4.0,5.0,6000.0,10.0,1,0.05,0.0,2.0
15247,24.0,53000.0,0.0,1.0,3.0,15000.0,16.77,1,0.28,0.0,2.0
15248,26.0,126000.0,1.0,3.0,6.0,11000.0,7.14,0,0.09,0.0,4.0
15249,23.0,24000.0,2.0,0.0,6.0,7000.0,7.14,0,0.29,0.0,3.0
15250,22.0,126000.0,1.0,6.0,5.0,23625.0,11.36,0,0.19,0.0,4.0
15251,26.0,24000.0,2.0,0.0,5.0,2500.0,11.83,0,0.1,0.0,4.0
15252,26.0,126000.0,1.0,4.0,4.0,7500.0,13.92,0,0.06,0.0,3.0
15253,23.0,59880.0,0.0,0.0,5.0,15000.0,11.039866610796844,0,0.25,0.0,4.0
15254,25.0,126500.0,1.0,2.0,5.0,2000.0,11.039866610796844,0,0.02,0.0,2.0
15255,22.0,60000.0,0.0,0.0,5.0,15000.0,11.71,0,0.25,0.0,4.0
15256,23.0,97583.0,1.0,7.0,3.0,6950.0,13.67,1,0.06,0.0,2.0
15257,23.0,126996.0,2.0,2.0,5.0,11000.0,10.0,0,0.09,0.0,2.0
15258,25.0,127000.0,1.0,9.0,5.0,6000.0,9.91,0,0.05,0.0,2.0
15259,26.0,127000.0,1.0,10.0,6.0,6000.0,5.42,0,0.05,0.0,3.0
15260,26.0,127000.0,1.0,5.0,4.0,4900.0,11.039866610796844,0,0.04,0.0,3.0
15261,24.0,97750.0,1.0,0.0,2.0,23625.0,17.39,1,0.21,0.0,3.0
15262,25.0,97750.0,2.0,9.0,2.0,20000.0,17.39,1,0.17,0.0,3.0
15263,24.0,115000.0,1.0,3.0,3.0,12000.0,15.05,1,0.1,0.0,4.0
15264,26.0,127500.0,1.0,7.0,6.0,10000.0,7.51,0,0.08,0.0,3.0
15265,22.0,127500.0,1.0,2.0,6.0,15000.0,7.49,0,0.12,0.0,4.0
15266,23.0,54000.0,0.0,7.0,4.0,15000.0,15.27,1,0.28,0.0,2.0
15267,26.0,127500.0,2.0,9.0,3.0,23625.0,15.31,0,0.19,0.0,4.0
15268,25.0,127741.0,1.0,9.0,6.0,12000.0,7.88,0,0.09,0.0,2.0
15269,26.0,127992.0,1.0,10.0,4.0,23625.0,13.99,0,0.2,0.0,3.0
15270,26.0,128000.0,1.0,8.0,6.0,23625.0,8.9,0,0.27,0.0,3.0
15271,24.0,128000.0,1.0,4.0,6.0,12000.0,6.03,0,0.09,0.0,3.0
15272,26.0,60000.0,0.0,7.0,6.0,15000.0,6.03,0,0.25,0.0,3.0
15273,23.0,128000.0,1.0,7.0,6.0,6000.0,7.49,0,0.05,0.0,2.0
15274,23.0,128000.0,1.0,4.0,4.0,4800.0,12.99,0,0.04,0.0,2.0
15275,26.0,116000.0,1.0,5.0,4.0,5000.0,11.039866610796844,1,0.04,0.0,3.0
15276,22.0,128000.0,1.0,6.0,6.0,21600.0,6.91,0,0.17,0.0,4.0
15277,23.0,128000.0,1.0,7.0,4.0,3000.0,14.72,0,0.02,0.0,4.0
15278,22.0,128474.0,1.0,6.0,6.0,23625.0,7.29,0,0.23,0.0,2.0
15279,25.0,128500.0,1.0,1.0,4.0,15000.0,12.53,0,0.12,0.0,3.0
15280,25.0,128600.0,1.0,9.0,6.0,23625.0,7.9,0,0.22,0.0,3.0
15281,22.0,60000.0,0.0,0.0,5.0,15000.0,11.71,0,0.25,0.0,3.0
15282,23.0,129600.0,2.0,7.0,6.0,13500.0,5.42,0,0.1,0.0,2.0
15283,25.0,129600.0,1.0,0.0,5.0,3000.0,11.12,0,0.02,0.0,3.0
15284,23.0,129996.0,1.0,2.0,5.0,23625.0,11.11,0,0.23,0.0,4.0
15285,25.0,129996.0,1.0,9.0,5.0,7500.0,11.86,0,0.06,0.0,3.0
15286,24.0,60000.0,0.0,6.0,4.0,15000.0,13.99,0,0.25,0.0,4.0
15287,22.0,60000.0,0.0,5.0,5.0,15000.0,10.59,0,0.25,0.0,3.0
15288,25.0,60000.0,0.0,5.0,4.0,15000.0,12.99,0,0.25,0.0,4.0
15289,22.0,130000.0,1.0,6.0,4.0,3000.0,13.49,0,0.02,0.0,2.0
15290,23.0,60000.0,0.0,0.0,5.0,15000.0,11.11,0,0.25,0.0,2.0
15291,26.0,130000.0,1.0,10.0,3.0,3000.0,17.58,0,0.02,0.0,3.0
15292,24.0,60000.0,0.0,4.0,6.0,15000.0,6.17,0,0.25,0.0,3.0
15293,24.0,130000.0,1.0,8.0,6.0,6000.0,6.62,0,0.05,0.0,2.0
15294,22.0,60000.0,0.0,6.0,4.0,15000.0,13.35,0,0.25,0.0,3.0
15295,26.0,130000.0,1.0,8.0,6.0,10000.0,6.03,0,0.08,0.0,2.0
15296,26.0,130000.0,1.0,5.0,3.0,23625.0,18.25,0,0.27,0.0,4.0
15297,24.0,130000.0,1.0,3.0,5.0,5000.0,12.42,0,0.04,0.0,2.0
15298,26.0,130000.0,1.0,2.0,6.0,18000.0,7.9,0,0.14,0.0,2.0
15299,22.0,60000.0,0.0,5.0,6.0,15000.0,11.039866610796844,0,0.25,0.0,4.0
15300,25.0,130000.0,1.0,9.0,5.0,23625.0,11.039866610796844,0,0.27,0.0,3.0
15301,26.0,130000.0,1.0,7.0,3.0,6500.0,15.99,0,0.05,0.0,3.0
15302,24.0,130000.0,1.0,8.0,5.0,7000.0,11.99,0,0.05,0.0,3.0
15303,24.0,60000.0,0.0,7.0,4.0,15000.0,13.85,0,0.25,0.0,2.0
15304,25.0,60000.0,0.0,7.0,5.0,15000.0,11.039866610796844,0,0.25,0.0,3.0
15305,26.0,130000.0,1.0,3.0,6.0,8600.0,5.99,0,0.07,0.0,3.0
15306,23.0,60000.0,0.0,7.0,4.0,15000.0,14.22,0,0.25,0.0,2.0
15307,24.0,60000.0,0.0,8.0,5.0,15000.0,11.83,0,0.25,0.0,3.0
15308,24.0,130000.0,1.0,8.0,5.0,6000.0,10.59,0,0.05,0.0,2.0
15309,25.0,130000.0,1.0,3.0,4.0,8000.0,13.49,0,0.06,0.0,4.0
15310,23.0,60000.0,0.0,4.0,5.0,15000.0,11.83,0,0.25,0.0,3.0
15311,23.0,130000.0,1.0,1.0,4.0,15000.0,12.87,0,0.12,0.0,4.0
15312,25.0,130000.0,1.0,9.0,5.0,15000.0,11.14,0,0.12,0.0,3.0
15314,25.0,130000.0,1.0,5.0,6.0,3000.0,5.42,0,0.02,0.0,2.0
15315,23.0,130000.0,1.0,4.0,6.0,6800.0,8.49,0,0.05,0.0,3.0
15316,23.0,130000.0,1.0,7.0,4.0,5000.0,14.79,0,0.04,0.0,3.0
15317,22.0,130000.0,1.0,3.0,4.0,14500.0,11.039866610796844,0,0.11,0.0,4.0
15318,22.0,60132.0,0.0,7.0,4.0,15000.0,14.26,0,0.25,0.0,4.0
15319,22.0,54225.0,0.0,0.0,2.0,15000.0,16.7,1,0.28,0.0,4.0
15320,23.0,60480.0,0.0,7.0,5.0,15000.0,10.83,0,0.25,0.0,2.0
15321,23.0,130000.0,1.0,7.0,6.0,5000.0,5.79,0,0.04,0.0,4.0
15322,24.0,100300.0,1.0,2.0,3.0,23625.0,14.91,1,0.25,0.0,3.0
15323,23.0,130000.0,1.0,7.0,6.0,6000.0,5.79,0,0.05,0.0,3.0
15324,24.0,130000.0,1.0,4.0,5.0,23625.0,10.74,0,0.19,0.0,3.0
15325,25.0,130000.0,1.0,0.0,6.0,6325.0,6.54,0,0.05,0.0,3.0
15326,24.0,130000.0,1.0,8.0,6.0,18500.0,11.039866610796844,0,0.14,0.0,2.0
15327,22.0,55000.0,0.0,0.0,3.0,15000.0,14.83,1,0.27,0.0,4.0
15328,24.0,61100.0,0.0,1.0,5.0,15000.0,12.53,0,0.25,0.0,2.0
15329,23.0,130000.0,1.0,7.0,5.0,23625.0,11.12,0,0.19,0.0,3.0
15330,24.0,130000.0,1.0,8.0,6.0,15000.0,7.88,0,0.12,0.0,4.0
15331,25.0,130000.0,1.0,2.0,6.0,12000.0,7.51,0,0.09,0.0,2.0
15332,24.0,61284.0,0.0,3.0,3.0,15000.0,18.25,0,0.24,0.0,4.0
15333,24.0,130000.0,1.0,8.0,4.0,13000.0,13.61,0,0.1,0.0,4.0
15334,25.0,130000.0,1.0,5.0,4.0,20000.0,13.48,0,0.15,0.0,2.0
15335,24.0,61800.0,0.0,2.0,5.0,15000.0,11.039866610796844,0,0.24,0.0,4.0
15336,26.0,130000.0,1.0,10.0,5.0,4000.0,10.99,0,0.03,0.0,3.0
15337,25.0,130000.0,1.0,3.0,5.0,23625.0,11.36,0,0.19,0.0,3.0
15338,23.0,56000.0,0.0,4.0,5.0,15000.0,12.69,1,0.27,0.0,4.0
15339,23.0,130000.0,1.0,2.0,5.0,10000.0,11.36,0,0.08,0.0,3.0
15340,23.0,130000.0,1.0,7.0,5.0,20000.0,10.62,0,0.15,0.0,4.0
15341,21.0,56000.0,0.0,5.0,2.0,15000.0,16.0,1,0.27,0.0,2.0
15342,21.0,62004.0,0.0,0.0,6.0,15000.0,7.29,0,0.24,0.0,4.0
15343,24.0,130000.0,1.0,5.0,5.0,23625.0,12.53,0,0.19,0.0,3.0
15344,24.0,130000.0,1.0,0.0,4.0,15000.0,14.26,0,0.12,0.0,4.0
15345,22.0,130000.0,1.0,3.0,5.0,23625.0,12.18,0,0.19,0.0,4.0
15346,25.0,62280.0,0.0,3.0,6.0,15000.0,8.94,0,0.24,0.0,4.0
15347,24.0,130000.0,1.0,3.0,5.0,23625.0,11.83,0,0.19,0.0,3.0
15348,23.0,130000.0,2.0,7.0,3.0,22600.0,14.96,0,0.17,0.0,2.0
15349,24.0,130000.0,2.0,8.0,5.0,22800.0,11.039866610796844,0,0.18,0.0,3.0
15350,22.0,22800.0,2.0,1.0,6.0,9000.0,5.99,0,0.39,0.0,2.0
15351,22.0,130000.0,1.0,6.0,5.0,23625.0,11.83,0,0.19,0.0,3.0
15352,22.0,130000.0,1.0,2.0,5.0,13000.0,11.14,0,0.1,0.0,3.0
15353,25.0,130000.0,1.0,2.0,3.0,19400.0,16.0,0,0.15,0.0,4.0
15354,24.0,62400.0,0.0,8.0,5.0,15000.0,9.45,0,0.24,0.0,4.0
15355,23.0,130000.0,2.0,7.0,4.0,15000.0,13.22,0,0.12,0.0,3.0
15356,22.0,130000.0,1.0,1.0,6.0,13000.0,8.94,0,0.1,0.0,4.0
15357,25.0,130000.0,1.0,9.0,4.0,21000.0,13.16,0,0.16,0.0,3.0
15358,25.0,130000.0,1.0,9.0,5.0,15000.0,11.89,0,0.12,0.0,2.0
15359,26.0,130000.0,1.0,9.0,6.0,7000.0,8.0,0,0.05,0.0,2.0
15360,25.0,58000.0,0.0,5.0,3.0,15000.0,18.25,1,0.26,0.0,2.0
15361,24.0,130000.0,1.0,2.0,5.0,1250.0,10.95,0,0.01,0.0,2.0
15362,24.0,130000.0,1.0,6.0,5.0,20000.0,11.58,0,0.15,0.0,2.0
15363,26.0,130000.0,1.0,3.0,5.0,5000.0,9.64,0,0.04,0.0,2.0
15364,23.0,130008.0,1.0,0.0,6.0,9000.0,7.74,0,0.07,0.0,2.0
15365,23.0,130104.0,1.0,7.0,6.0,23625.0,6.54,0,0.18,0.0,2.0
15366,23.0,130208.0,1.0,7.0,4.0,20000.0,12.73,0,0.15,0.0,4.0
15367,22.0,130920.0,1.0,0.0,6.0,15000.0,8.94,0,0.11,0.0,2.0
15368,23.0,130992.0,1.0,6.0,6.0,6000.0,7.51,0,0.05,0.0,3.0
15369,21.0,65000.0,0.0,4.0,5.0,15000.0,12.42,0,0.23,0.0,4.0
15370,26.0,22440.0,2.0,10.0,5.0,4750.0,11.86,0,0.21,0.0,4.0
15371,25.0,131000.0,1.0,1.0,4.0,7500.0,12.29,0,0.06,0.0,3.0
15372,24.0,131004.0,1.0,8.0,6.0,23625.0,7.49,0,0.18,0.0,4.0
15373,24.0,22320.0,2.0,4.0,2.0,1000.0,16.32,1,0.04,0.0,2.0
15374,23.0,22300.0,2.0,1.0,5.0,7500.0,11.12,0,0.34,0.0,4.0
15375,26.0,132000.0,1.0,3.0,6.0,2000.0,7.51,0,0.02,0.0,3.0
15376,24.0,59000.0,0.0,5.0,4.0,15000.0,14.79,1,0.25,0.0,3.0
15377,26.0,132000.0,1.0,3.0,6.0,10200.0,7.9,0,0.08,0.0,2.0
15378,23.0,132000.0,1.0,5.0,6.0,15000.0,6.99,0,0.11,0.0,2.0
15379,25.0,65000.0,0.0,4.0,4.0,15000.0,13.49,0,0.23,0.0,2.0
15380,24.0,132000.0,1.0,8.0,3.0,14000.0,17.49,0,0.11,0.0,2.0
15381,25.0,59000.0,0.0,4.0,5.0,15000.0,9.99,1,0.25,0.0,3.0
15382,26.0,132000.0,1.0,10.0,5.0,11200.0,10.99,0,0.08,0.0,4.0
15383,23.0,120000.0,1.0,7.0,3.0,8000.0,11.039866610796844,1,0.07,0.0,2.0
15384,26.0,65000.0,0.0,5.0,6.0,15000.0,7.66,0,0.23,0.0,4.0
15385,22.0,132000.0,1.0,3.0,6.0,10000.0,7.66,0,0.08,0.0,2.0
15386,23.0,132000.0,1.0,3.0,6.0,9600.0,7.14,0,0.07,0.0,3.0
15387,24.0,65000.0,0.0,5.0,6.0,15000.0,6.17,0,0.23,0.0,2.0
15388,25.0,59000.0,0.0,0.0,2.0,15000.0,16.45,1,0.25,0.0,4.0
15389,25.0,120000.0,1.0,4.0,5.0,23625.0,10.99,1,0.21,0.0,2.0
15390,25.0,132000.0,1.0,1.0,5.0,12000.0,11.039866610796844,0,0.09,0.0,2.0
15391,23.0,65000.0,0.0,7.0,5.0,15000.0,11.12,0,0.23,0.0,3.0
15392,23.0,132000.0,1.0,7.0,4.0,9000.0,11.34,0,0.07,0.0,3.0
15393,24.0,132132.0,1.0,8.0,6.0,23625.0,8.49,0,0.21,0.0,3.0
15394,23.0,65000.0,0.0,0.0,6.0,15000.0,7.88,0,0.23,0.0,3.0
15395,22.0,65000.0,0.0,0.0,5.0,15000.0,11.36,0,0.23,0.0,3.0
15396,26.0,132500.0,1.0,1.0,5.0,12000.0,12.69,0,0.09,0.0,3.0
15397,24.0,65000.0,0.0,8.0,5.0,15000.0,9.88,0,0.23,0.0,2.0
15398,23.0,65000.0,0.0,3.0,6.0,15000.0,8.94,0,0.23,0.0,3.0
15399,24.0,132652.0,1.0,8.0,6.0,23625.0,8.49,0,0.21,0.0,3.0
15400,26.0,132750.0,1.0,8.0,5.0,12000.0,11.49,0,0.09,0.0,4.0
15401,24.0,132996.0,1.0,3.0,5.0,5000.0,11.039866610796844,0,0.04,0.0,3.0
15402,24.0,133000.0,1.0,8.0,5.0,3000.0,11.99,0,0.02,0.0,4.0
15403,23.0,133000.0,1.0,2.0,6.0,23625.0,11.039866610796844,0,0.18,0.0,4.0
15404,24.0,133000.0,2.0,4.0,6.0,4000.0,7.4,0,0.03,0.0,3.0
15405,25.0,133119.0,1.0,10.0,5.0,23625.0,11.039866610796844,0,0.19,0.0,3.0
15406,24.0,103044.0,1.0,8.0,3.0,11600.0,15.05,1,0.1,0.0,2.0
15407,25.0,65000.0,0.0,9.0,2.0,15000.0,16.32,0,0.23,0.0,2.0
15408,25.0,65000.0,0.0,0.0,6.0,15000.0,9.63,0,0.23,0.0,4.0
15409,26.0,134000.0,1.0,2.0,4.0,23625.0,13.49,0,0.22,0.0,3.0
15410,25.0,59004.0,0.0,1.0,3.0,15000.0,15.58,1,0.25,0.0,2.0
15411,22.0,65004.0,0.0,4.0,2.0,15000.0,16.95,0,0.23,0.0,3.0
15412,26.0,134400.0,1.0,3.0,4.0,10000.0,12.68,0,0.07,0.0,3.0
15413,25.0,134748.0,1.0,4.0,5.0,23625.0,10.75,0,0.19,0.0,3.0
15414,23.0,60000.0,0.0,7.0,5.0,15000.0,10.62,1,0.25,0.0,3.0
15415,24.0,66500.0,0.0,0.0,6.0,15000.0,6.54,0,0.23,0.0,3.0
15416,24.0,135000.0,1.0,8.0,5.0,21000.0,12.69,0,0.16,0.0,2.0
15417,20.0,135000.0,1.0,1.0,4.0,15000.0,15.96,0,0.11,0.0,2.0
15418,24.0,135000.0,1.0,5.0,6.0,8800.0,6.03,0,0.07,0.0,2.0
15419,26.0,135000.0,1.0,11.0,6.0,6700.0,6.03,0,0.05,0.0,4.0
15420,25.0,135000.0,1.0,9.0,3.0,10000.0,15.62,0,0.07,0.0,3.0
15421,24.0,135000.0,1.0,8.0,6.0,5225.0,7.49,0,0.04,0.0,3.0
15422,24.0,135000.0,1.0,4.0,6.0,23625.0,7.49,0,0.19,0.0,2.0
15423,26.0,135000.0,1.0,10.0,4.0,23625.0,12.99,0,0.18,0.0,2.0
15424,23.0,135000.0,1.0,1.0,3.0,12500.0,15.99,0,0.09,0.0,2.0
15425,24.0,135000.0,1.0,0.0,6.0,6000.0,6.92,0,0.04,0.0,2.0
15426,24.0,135000.0,1.0,8.0,5.0,21000.0,10.74,0,0.16,0.0,2.0
15427,22.0,21600.0,2.0,5.0,6.0,5000.0,7.9,0,0.23,0.0,3.0
15428,24.0,135000.0,1.0,4.0,5.0,10000.0,11.039866610796844,0,0.07,0.0,3.0
15429,23.0,135000.0,2.0,7.0,6.0,16000.0,6.91,0,0.12,0.0,3.0
15430,24.0,135000.0,1.0,8.0,6.0,17000.0,6.17,0,0.13,0.0,4.0
15431,22.0,68000.0,0.0,7.0,5.0,15000.0,10.37,0,0.22,0.0,3.0
15432,26.0,104550.0,1.0,5.0,3.0,23625.0,15.21,1,0.2,0.0,4.0
15433,24.0,135000.0,1.0,3.0,5.0,21000.0,10.38,0,0.16,0.0,4.0
15434,26.0,104550.0,1.0,6.0,3.0,15000.0,15.33,1,0.12,0.0,3.0
15435,23.0,69000.0,0.0,3.0,5.0,15000.0,10.65,0,0.22,0.0,4.0
15436,21.0,69000.0,0.0,3.0,6.0,15000.0,8.49,0,0.22,0.0,2.0
15437,25.0,135000.0,1.0,9.0,3.0,23625.0,16.07,0,0.19,0.0,4.0
15438,25.0,135000.0,1.0,4.0,4.0,20000.0,12.73,0,0.15,0.0,3.0
15439,24.0,69400.0,0.0,8.0,3.0,15000.0,13.24,0,0.22,0.0,4.0
15440,25.0,135000.0,1.0,0.0,3.0,16000.0,11.039866610796844,0,0.12,0.0,3.0
15441,24.0,135000.0,1.0,0.0,4.0,12500.0,11.039866610796844,0,0.09,0.0,4.0
15442,23.0,69996.0,0.0,4.0,4.0,15000.0,13.43,0,0.21,0.0,4.0
15443,24.0,123000.0,1.0,8.0,4.0,23625.0,12.87,1,0.2,0.0,4.0
15444,23.0,135000.0,1.0,8.0,1.0,10000.0,18.43,0,0.07,0.0,4.0
15445,23.0,69996.0,0.0,7.0,5.0,15000.0,11.89,0,0.21,0.0,4.0
15446,22.0,135000.0,1.0,0.0,6.0,10800.0,8.0,0,0.08,0.0,4.0
15447,25.0,70000.0,0.0,9.0,3.0,15000.0,16.02,0,0.21,0.0,4.0
15448,24.0,135000.0,1.0,8.0,6.0,12000.0,9.38,0,0.09,0.0,2.0
15449,23.0,136000.0,1.0,2.0,3.0,9800.0,15.99,0,0.07,0.0,3.0
15450,21.0,70000.0,0.0,5.0,4.0,15000.0,11.039866610796844,0,0.21,0.0,3.0
15451,21.0,70000.0,0.0,5.0,5.0,15000.0,10.38,0,0.21,0.0,2.0
15452,25.0,136000.0,1.0,1.0,4.0,8000.0,12.87,0,0.06,0.0,3.0
15453,26.0,70000.0,0.0,6.0,2.0,15000.0,16.35,0,0.21,0.0,3.0
15454,26.0,105400.0,1.0,6.0,3.0,23625.0,14.61,1,0.19,0.0,3.0
15455,23.0,136000.0,1.0,7.0,6.0,8000.0,8.32,0,0.06,0.0,3.0
15456,26.0,137000.0,1.0,3.0,6.0,21500.0,6.62,0,0.16,0.0,4.0
15457,25.0,70000.0,0.0,6.0,5.0,15000.0,11.89,0,0.21,0.0,2.0
15458,22.0,137000.0,1.0,3.0,5.0,23625.0,9.99,0,0.18,0.0,4.0
15459,26.0,137000.0,1.0,3.0,5.0,3500.0,12.18,0,0.03,0.0,2.0
15460,23.0,137000.0,1.0,0.0,6.0,11400.0,9.63,0,0.08,0.0,2.0
15461,22.0,137004.0,1.0,3.0,6.0,10000.0,5.79,0,0.07,0.0,2.0
15462,25.0,64000.0,0.0,8.0,3.0,15000.0,14.42,1,0.23,0.0,3.0
15463,26.0,138000.0,1.0,0.0,6.0,7500.0,6.03,0,0.05,0.0,3.0
15464,25.0,138000.0,1.0,9.0,6.0,8000.0,6.99,0,0.06,0.0,4.0
15465,22.0,70204.0,0.0,6.0,3.0,15000.0,15.7,0,0.21,0.0,3.0
15466,21.0,70500.0,0.0,5.0,6.0,15000.0,8.0,0,0.21,0.0,3.0
15467,24.0,138000.0,2.0,8.0,6.0,16500.0,6.54,0,0.12,0.0,3.0
15468,23.0,138000.0,1.0,7.0,5.0,2700.0,11.86,0,0.02,0.0,2.0
15469,25.0,138000.0,1.0,0.0,5.0,5000.0,11.86,0,0.04,0.0,4.0
15470,25.0,138000.0,2.0,9.0,5.0,21600.0,11.039866610796844,0,0.16,0.0,4.0
15471,25.0,138000.0,1.0,3.0,4.0,9000.0,12.22,0,0.07,0.0,3.0
15473,25.0,126996.0,1.0,8.0,4.0,5000.0,12.73,1,0.04,0.0,2.0
15474,23.0,21000.0,2.0,7.0,5.0,7500.0,12.69,0,0.36,0.0,3.0
15475,23.0,21000.0,2.0,2.0,4.0,6000.0,15.27,0,0.29,0.0,2.0
15476,26.0,139992.0,1.0,0.0,5.0,14400.0,11.039866610796844,0,0.1,0.0,2.0
15477,24.0,65000.0,0.0,8.0,2.0,15000.0,16.32,1,0.23,0.0,4.0
15478,23.0,140000.0,2.0,6.0,4.0,16400.0,15.96,0,0.12,0.0,3.0
15479,24.0,128000.0,1.0,7.0,3.0,18000.0,17.27,1,0.14,0.0,2.0
15480,25.0,140000.0,1.0,3.0,5.0,8000.0,11.71,0,0.06,0.0,2.0
15481,21.0,140000.0,1.0,2.0,6.0,18000.0,7.9,0,0.13,0.0,4.0
15482,23.0,140000.0,1.0,7.0,5.0,12000.0,11.71,0,0.09,0.0,4.0
15483,25.0,72000.0,0.0,7.0,5.0,15000.0,12.42,0,0.21,0.0,3.0
15484,26.0,72000.0,0.0,6.0,6.0,15000.0,6.92,0,0.21,0.0,3.0
15485,26.0,66000.0,0.0,2.0,3.0,15000.0,16.02,1,0.23,0.0,2.0
15486,25.0,72000.0,0.0,7.0,4.0,15000.0,12.68,0,0.21,0.0,3.0
15487,23.0,140000.0,1.0,4.0,6.0,12000.0,5.42,0,0.09,0.0,3.0
15488,23.0,140000.0,1.0,7.0,6.0,12000.0,8.49,0,0.09,0.0,3.0
15489,22.0,72000.0,0.0,6.0,2.0,15000.0,17.19,0,0.21,0.0,2.0
15490,24.0,72000.0,0.0,4.0,5.0,15000.0,10.99,0,0.21,0.0,4.0
15491,22.0,140000.0,1.0,6.0,5.0,10000.0,10.99,0,0.07,0.0,3.0
15492,24.0,140000.0,1.0,3.0,6.0,4475.0,7.49,0,0.03,0.0,4.0
15493,26.0,21000.0,2.0,4.0,4.0,8000.0,13.79,0,0.38,0.0,3.0
15494,25.0,140000.0,1.0,9.0,5.0,23625.0,10.59,0,0.25,0.0,3.0
15495,23.0,56525.0,0.0,1.0,5.0,15000.0,11.48,1,0.23,0.0,4.0
15496,23.0,140000.0,1.0,7.0,4.0,6000.0,13.49,0,0.04,0.0,3.0
15497,23.0,140000.0,1.0,0.0,6.0,3500.0,5.79,0,0.03,0.0,3.0
15498,24.0,73500.0,0.0,7.0,4.0,15000.0,13.16,0,0.2,0.0,3.0
15499,23.0,73500.0,0.0,3.0,5.0,15000.0,11.89,0,0.2,0.0,3.0
15500,24.0,140000.0,1.0,5.0,5.0,23625.0,10.74,0,0.18,0.0,4.0
15501,24.0,140000.0,1.0,7.0,6.0,20000.0,6.54,0,0.14,0.0,4.0
15502,22.0,140000.0,1.0,6.0,6.0,20000.0,6.91,0,0.14,0.0,3.0
15503,24.0,140000.0,1.0,8.0,5.0,23625.0,10.36,0,0.18,0.0,2.0
15504,25.0,140000.0,1.0,10.0,5.0,22000.0,8.88,0,0.16,0.0,3.0
15505,23.0,74424.0,0.0,4.0,4.0,15000.0,13.47,0,0.2,0.0,3.0
15506,24.0,140000.0,1.0,8.0,5.0,16000.0,10.38,0,0.11,0.0,2.0
15507,23.0,140000.0,1.0,3.0,3.0,15000.0,15.58,0,0.11,0.0,3.0
15508,24.0,75000.0,0.0,6.0,5.0,15000.0,11.71,0,0.2,0.0,4.0
15509,23.0,75000.0,0.0,4.0,5.0,15000.0,11.039866610796844,0,0.2,0.0,3.0
15510,25.0,140000.0,1.0,2.0,6.0,4800.0,7.88,0,0.03,0.0,4.0
15511,26.0,140000.0,1.0,5.0,3.0,13050.0,14.59,0,0.09,0.0,3.0
15512,26.0,140000.0,1.0,10.0,5.0,23625.0,12.53,0,0.17,0.0,3.0
15513,21.0,69000.0,0.0,0.0,3.0,15000.0,15.28,1,0.22,0.0,4.0
15514,21.0,75000.0,0.0,5.0,5.0,15000.0,10.37,0,0.2,0.0,4.0
15515,23.0,58650.0,0.0,7.0,4.0,15000.0,13.43,1,0.22,0.0,4.0
15516,25.0,128000.0,1.0,4.0,5.0,10000.0,11.58,1,0.08,0.0,2.0
15517,21.0,20004.0,2.0,2.0,5.0,2500.0,9.63,0,0.12,0.0,2.0
15518,22.0,108803.0,1.0,6.0,4.0,10000.0,12.23,1,0.08,0.0,4.0
15519,24.0,140004.0,1.0,4.0,2.0,4000.0,16.45,0,0.03,0.0,3.0
15520,23.0,75000.0,0.0,6.0,6.0,15000.0,6.54,0,0.2,0.0,3.0
15522,24.0,140300.0,1.0,6.0,5.0,6000.0,11.14,0,0.04,0.0,3.0
15523,24.0,141000.0,1.0,0.0,6.0,10000.0,5.99,0,0.07,0.0,3.0
15524,24.0,141000.0,2.0,8.0,6.0,10000.0,7.49,0,0.07,0.0,2.0
15525,23.0,141000.0,1.0,1.0,5.0,15000.0,11.039866610796844,0,0.11,0.0,4.0
15526,24.0,141000.0,1.0,2.0,5.0,12000.0,12.53,0,0.09,0.0,4.0
15527,25.0,141002.75,1.0,0.0,6.0,14000.0,7.51,0,0.1,0.0,3.0
15528,24.0,141002.75,2.0,0.0,6.0,7500.0,7.88,0,0.05,0.0,2.0
15529,25.0,69000.0,0.0,0.0,2.0,15000.0,16.7,1,0.22,0.0,3.0
15530,24.0,141002.75,1.0,2.0,3.0,4000.0,12.61,0,0.03,0.0,4.0
15531,26.0,141002.75,1.0,10.0,6.0,12000.0,7.66,0,0.08,0.0,3.0
15532,24.0,132000.0,1.0,8.0,3.0,1500.0,17.27,1,0.01,0.0,2.0
15533,23.0,141002.75,1.0,7.0,6.0,10000.0,5.99,0,0.07,0.0,2.0
15534,26.0,141002.75,1.0,2.0,6.0,12000.0,7.49,0,0.08,0.0,3.0
15535,23.0,141002.75,2.0,1.0,6.0,6800.0,7.49,0,0.05,0.0,2.0
15536,24.0,141002.75,1.0,4.0,6.0,14700.0,7.66,0,0.1,0.0,3.0
15537,26.0,75531.0,0.0,3.0,3.0,15000.0,16.49,0,0.2,0.0,4.0
15539,24.0,141002.75,1.0,8.0,5.0,14400.0,10.25,0,0.1,0.0,3.0
15540,23.0,76000.0,0.0,3.0,5.0,15000.0,10.74,0,0.2,0.0,4.0
15541,26.0,76000.0,0.0,6.0,4.0,15000.0,13.11,0,0.2,0.0,4.0
15542,25.0,141002.75,1.0,2.0,2.0,23625.0,16.35,0,0.17,0.0,2.0
